policy_id,state_name,state_code,policy_name,summary,policy_type,program_category,published,websiteurl,start_date_text,start_year,
3866,New Mexico,NM,Geothermal Heat Pump Tax Credit (Personal),"H.B. 375, enacted in April 2009, created a New Mexico state tax credit forgeothermal heat pumps purchased and installed between January 1, 2010, andDecember 31, 2020, on property owned by the taxpayer. The credit is worth 30%of the system's cost up to $9,000 and can be applied to individual orcorporate income taxes. Any unused credit may be carried forward for up to 10years.To qualify for the credit, system owners must file an application with theEnergy, Minerals and Natural Resources Department (EMNRD). EMNRD will reviewand approve applications in the order they are received until the annualaggregate cap of $2,000,000 in tax credits has been reached. For anapplication to be approved by EMNRD, systems must have either a minimumcoefficient of performance of 3.4 or an efficiency ratio of 16 or greater andbe installed by an accredited installer certified by the International GroundSource Heat Pump Association. Additional technical specifications andrequirements relating to safety, building code and standards compliance,minimum system sizes, system applications, and lists of eligible componentscan be found in the New Mexico Administrative Code linked above.",Personal Tax Credit,Financial Incentive,0,http://www.emnrd.state.nm.us/ECMD/RenewableEnergy/geothermal.html,01/01/2010,2010,
3867,New Mexico,NM,Geothermal Heat Pump Tax Credit (Corporate),"H.B. 375, enacted in April 2009, created a tax credit in New Mexico forgeothermal heat pumps purchased and installed between January 1, 2010, andDecember 31, 2020, on property owned by the taxpayer. The credit is worth 30%of the system's cost up to $9,000 and can be applied to individual orcorporate income taxes. Any unused credit may be carried forward for up to 10years.To qualify for the credit, system owners must file an application with theEnergy, Minerals and Natural Resources Department (EMNRD). EMNRD will reviewand approve applications in the order they are received until the annualaggregate cap of $2 million in tax credits has been reached. For anapplication to be approved by EMNRD, systems must have either a minimumcoefficient of performance of 3.4 or an efficiency ratio of 16 or greater andbe installed by an accredited installer certified by the International GroundSource Heat Pump Association. Additional technical specifications andrequirements relating to safety, building code and standards compliance,minimum system sizes, system applications, and lists of eligible componentscan be found in the New Mexico Administrative Code linked below.",Corporate Tax Credit,Financial Incentive,0,http://www.emnrd.state.nm.us/ECMD/RenewableEnergy/geothermal.html,01/01/2010,2010,
3980,New Mexico,NM,Gross Receipts Tax Exemption for Sales of Wind and Solar Systems to Government Entities,"New Mexico has a gross receipts tax structure for businesses instead of asales tax. Businesses are taxed on the gross amount of their business receiptseach year before expenses are deducted. Receipts associated with the sale ofcertain wind turbine equipment to federal, state, or local government entitiesare exempt from being added to gross receipts. S.B. 201, signed in March 2010,extended this exemption to solar thermal electric and photovoltaic systemssold to a government on or after July 1, 2010.",Sales Tax Incentive,Financial Incentive,1,NA,NA,2010,
4029,New Mexico,NM,Advanced Energy Gross Receipts Tax Deduction,"New Mexico has a gross receipts tax structure for businesses instead of asales tax. Businesses are taxed on the gross amount of their business receiptseach year before expenses are deducted. Revenue generated by the sale andinstallation of a ""qualified generating facility"" may be deducted from grossreceipts before the gross receipts tax is calculated. The deductions areallowed for a 10-year period starting the year construction begins. Qualifiedgenerating facilities have a minimum nameplate capacity of 1 megawatt (MW) andinclude geothermal thermal electric, photovoltaic, solar thermal electric, andrecycled energy systems. Solar facilities with associated renewable energystorage facilities are also eligible.    To qualify for the exemption, the owner of a qualified generating facilitymust first obtain a certificate of eligibility from the Department ofEnvironment. The owner must then present the certificate of eligibility to theTaxation and Revenue Department to obtain a nontaxable transactioncertificate. The owner must then give the nontaxable transaction certificateto the seller of the equipment. This credit can be claimed on equipment leasedin addition to equipment purchased.",Sales Tax Incentive,Financial Incentive,1,NA,07/01/2010,2010,
4036,New Mexico,NM,City of Albuquerque - Green Power Purchasing,"The City of Albuquerque is a member of the Public Service Company of NewMexico's (PNM) Sky Blue program. Through this program, wind power accounts for20% of the of the city government's total electricity use.",Green Power Purchasing,Regulatory Policy,0,http://www.cabq.gov/progress/public-infrastructure/dcc-24,NA,NA,
4043,New Mexico,NM,Property Tax Exemption for Residential Solar Systems,"Residential solar energy systems are exempted from property tax assessments inNew Mexico in most circumstances. For the purposes of determining propertytaxes, the value of a property cannot increase by the greater of 3% of theprevious year's assessment or 6.1% of the assessment from two years agoaccording to state law. An assessment may exceed these restrictions, however,if physical improvements are made to the property. Under H.B. 233, enacted in2010, residential solar systems will not be treated as physical improvementsand therefore will not increase the value of the property for property taxpurposes. Future assessments, however, can include the value of a solar energysystem if the property is sold.A solar energy system is defined as a system that provides space heat, waterheat, or electricity to the property. The term specifically does not includewindows, dark-colored water tanks, or non-vented trombe walls.",Property Tax Incentive,Financial Incentive,1,NA,01/01/2010,2010,
4079,New Mexico,NM,Xcel Energy - Residential Energy Efficiency Rebate Program,"Xcel Energy's Residential Energy Efficiency Rebate Program provides incentivesto install energy efficiency measures in Xcel service territory. Rebates areavailable for LED and CFL light bulbs, as well as refrigerator recycling.Customers may also participate in Xcel's Smart Thermostat Pilot Program tohave a smart thermostat installed for free and receive a $25 bill credit forparticipation. Participants must allow Xcel to limit (for no longer than 4hours) the amount of time air conditioning units may be run on hot days whenthe grid reaches its highest system peak demand levels (""events"").",Rebate Program,Financial Incentive,1,http://www.xcelenergy.com/Programs_and_Rebates/Residential_Programs_and_Rebates,NA,NA,
4106,New Mexico,NM,New Mexico - Residential Energy Efficiency Rebate Program,"_ **Note: Under the American Recovery and Reinvestment Act of 2009, the U.S.Department of Energy (DOE) is providing a total of $300 million to U.S.states, U.S. territories and the District of Columbia to establish rebateprograms for new energy-efficient appliances that replace existing appliancesin homes. Each state and territory has designed its own program. Rebates willbe available until the state or territory program's funding is exhausted. Besure to confirm that rebate funds are still available in your state orterritory before making purchasing decisions.**_ New Mexico is providing $200rebates on energy efficient gas furnaces purchased from April 22, 2010 throughDecember 31, 2010 or whenever funds run out. The program originally includedrebates for clothes washers and refrigerators, but funding for thoseappliances has run out. Of the $1,663,000 in total funding for this program,$463,000 was reserved specifically for gas furnaces, with the remainder beingshared between clothes washers and refrigerators. This program is not using areservation system. Rebates will be awarded on a first-come, first-servedbasis based on the postmark date of the completed application and otherrequired documentation. Participants must buy an furnace first, then mail intheir rebate application, a copy of the sales receipt and a copy of a recentelectricity bill.",Rebate Program,Financial Incentive,0,http://nmarp.efi.org/,4/22/2010,2010,
4494,New Mexico,NM,Energy Efficiency Resource Standard,"**Origin**In 2008, New Mexico enacted H.B. 305, the Efficient Use of Energy Act, whichcreated an Energy Efficiency Resource Standard (EERS) for New Mexico’selectric utilities, and a requirement that all natural gas utilities pursueall cost-effective energy efficiency and demand-side management measures. In2013, the compromise bill H.B. 267—which had revised the original standard of10% of 2005 retail sales by 2020 down to 8%—also changed the cost-effectiveness test from Total Resource Cost test (TRC) to the Utility CostTest (UCT).**Electric Sales Reduction**Year |  Requirement (Cumulative % of 2005 Sales)  ---|---  2010-2014 |  Amounts Leading to 5%  2014-2020 |  >5%  2020 and After |  >8%    Investor-owned utilities are required to offer demand-side management and loadmanagement programs to their customers under the Efficient Use of Energy Act(EUEA). The programs must be designed to achieve electricity savings totaling5% of 2005 retail sales by 2014 and 8% of 2005 retail sales by 2020.Distribution cooperative utilities, which are not regulated by the PublicRegulation Commission (PRC), are required to develop their own self-imposedelectricity reduction targets and to design demand-side management programs toenable them to meet those targets. Each cooperative utility must submit areport to the PRC annually describing their demand side management effortsfrom the previous year.Per the EUEA, rural electric distribution cooperative utilities must developtheir own self-imposed energy efficiency and load management goals and designprograms to meet those goals. Under the law, the cooperatives are not requiredto submit their energy efficiency programs to the PRC for approval; eachcooperative’s governing board shall approve their menu of programs. However,the cooperatives must file annual reports with the commission that describethe portfolio of energy efficiency programs, the costs, and the energyreductions achieved pursuant to the EUEA.**Program Administrator Type**New Mexico’s utilities administer the programs that provide the energy savingsnecessary for compliance with the Energy Efficiency Resource Standard.**Cost-Effectiveness and Program Evaluation**To evaluate the cost effectiveness of its efficiency and demand reductionactivities, New Mexico utilizes the Utility Cost Test (UCT) as its primarytest for measuring the cost-effectiveness of energy efficiency programs. Priorto the passage of H.B. 267, New Mexico utilized the Total Resource Cost test(TRC).**Utility Cost Recovery Provisions**The Efficient Use of Energy Act allows New Mexico’s public utilities that meetthe standard to receive a financial incentive on their energy efficiency anddemand-side management program efforts that partially decouples their revenuesfrom their sales of electricity. Public Service Company of New Mexico and ElPaso Electric receive financial incentives as a percentage share of theirprogram costs. Southwest Public Service receives an incentive on its programcosts that is conditional on several highly specific aspects of programperformance. Distribution cooperative utilities may recover their coststhrough general rates.**Special Provisions (Self-Direction of Program Funds and Customer CostLimits)**Large energy users that consume more than 7,000 MWh per year in the serviceterritories of New Mexico’s public utilities are eligible to offset up to 70%of the amount they would pay to public utilities with investments in energyefficiency and demand-side management programs that they have invested in onor after January 1, 2005. The ability to self-direct program funds ispermitted for no more than 2 years at a time, and must be accompanied byengineering studies that show that the user has exhausted all efforts topursue cost-effective efficiency and demand-side management projects at theirfacilities.The law also requires gas utilities to ""acquire all cost-effective andachievable energy efficiency and load management resources"" through anidentical surcharge, but stops short of establishing a percentage-basedsavings target for them. To fund energy efficiency and demand-side managementprograms, electric and gas utilities are entitled to apply a surcharge tocustomer utility bills. Total program budgets are not to exceed the amount ofthe lessor of 3% of all customer bills, or of $75,000 per year per customer.If a utility finds that they cannot meet the 5% and 8% electricity savingstargets, they will report to the PRC and propose a new target based on whatthey determine to be their maximum cost-effective savings. If the PRC agreeswith the utility, they may establish new, lower targets for the utility. UnderH.B. 267, New Mexico’s utilities are not permitted to spend more than 3% oftheir revenue on energy efficiency and demand-side management programs,excluding taxes and fees on electric service.",Energy Efficiency Resource Standard,Regulatory Policy,1,http://www.nmprc.state.nm.us/utilities/energy-efficiency.html,NA,2008,
4495,New Mexico,NM,Agricultural Biomass Income Tax Credit (Corporate),"H.B. 171 of 2010 created a tax credit for agricultural biomass from a dairy orfeedlot transported to a facility that uses agricultural biomass to generateelectricity or make biocrude or other liquid or gaseous fuel for commercialuse. For the purposes of this tax credit, agricultural biomass means wetmanure. The Energy, Minerals and Natural Resources Department may adoptadditional specifications for agricultural biomass through a rule makingprocess.The credit is effective for biomass originating between January 1, 2011, andJanuary 1, 2030. The credit is worth $5 per wet ton. Eligible projects mustapply to the Taxation and Revenue Department for the credit. The Taxation andRevenue Department is authorized to distribute $5,000,000 in credits annuallyand will award a qualification document to eligible projects on a first-come,first-served basis.",Corporate Tax Credit,Financial Incentive,1,https://www.emnrd.nm.gov/ecmd/tax-incentives/agricultural-biomass-income-tax-credit/#gsc.tab=0,01/01/2011,2011,
4496,New Mexico,NM,Agricultural Biomass Income Tax Credit (Personal),"H.B. 171 of 2010 created a tax credit for agricultural biomass from a dairy orfeedlot transported to a facility that uses agricultural biomass to generateelectricity or make biocrude or other liquid or gaseous fuel for commercialuse. For the purposes of this tax credit, agricultural biomass means wetmanure. The Energy, Minerals and Natural Resources Department may adoptadditional specifications for agricultural biomass through a rule makingprocess.The credit is effective for biomass originating between January 1, 2011, andJanuary 1, 2030. The credit is worth $5 per wet ton. Eligible projects mustapply to the Taxation and Revenue Department for the credit. The Taxation andRevenue Department is authorized to distribute $5,000,000 in credits annuallyand will award a qualification document to eligible projects on a first-come,first-served basis.",Personal Tax Credit,Financial Incentive,1,https://www.emnrd.nm.gov/ecmd/tax-incentives/agricultural-biomass-income-tax-credit/#gsc.tab=0,NA,2011,
4571,New Mexico,NM,El Paso Electric Company - SCORE Plus Standard Offer Program,"The El Paso Electric (EPE) SCORE Plus Program is designed to help participantsidentify energy efficiency opportunities in existing and newly plannedfacilities and to provide monetary incentives to help implement the projects.The program is funded by the El Paso Electric Power Company and is beingoffered at no cost to participants. SCORE is a voluntary program that offersobjective, third party consulting on best practices in the areas of energyusage and energy efficiency. No products or services are sold through theSCORE Program. Customized energy performance benchmarking, energy masterplanning workshops, technical energy efficiency assistance, communications andpublic relations support, and cash incentives are available.",Rebate Program,Financial Incentive,0,http://www.eeprograms.net/SCOREPlus/,NA,NA,
4619,New Mexico,NM,New Mexico Gas Company - Residential Efficiency Programs,"The New Mexico Gas Company provides incentives for energy saving measures andimprovements for residential gas customers. Rebates vary depending on whetherthey are installed in a new home or an existing home. For additionalinformation on rebates and program guidelines, review the program website orcontact New Mexico Gas Company.",Rebate Program,Financial Incentive,1,https://www.nmgco.com/en/residential_rebate_programs,NA,NA,
4623,New Mexico,NM,New Mexico Gas Company - Commercial Efficiency Programs,The New Mexico Gas Company Commercial Energy Efficiency programs provideenergy savings for businesses using natural gas for cooking and water heating.Prescriptive incentives for specified equipment for natural gas savingmeasures are available to commercial customers.All equipment must meet the efficiency and installation requirements stated byNew Mexico Gas Company. Additional information on these programs can be foundon New Mexico Gas Company's website. Contact the program administrators withany further questions.,Rebate Program,Financial Incentive,1,https://www.nmgco.com/en/business_energy_efficiency_savings_and_rebates,NA,NA,
5161,New Mexico,NM,Drinking Water State Revolving Loan Fund,"The Drinking Water State Revolving Loan Fund provides low-cost financialassistance to eligible public water systems to finance the cost of repair andreplacement of drinking water infrastructure, maintain or achieve compliancewith the federal Safe Drinking Water Act (SWDA) requirements, and protectdrinking water quality and public health.The program offers principal forgiveness starting at 25% of project costs.Depending on determinations to be made by the New Mexico Financing Authority,additional principal forgiveness for up to a total of 75% of project costs maybe awarded for communities that qualify as disadvantaged communities andcertified ""green projects"". Green projects include green infrastructure, waterconservation, energy efficiency improvements, or other environmentallyinnovative activities. See the website above for complete details, includingthe fiscal year 2017 Intended Use Plan.",Loan Program,Financial Incentive,1,http://www.nmfa.net/financing/water-programs/drinking-water-revolving-loan-fund/,1997,1997,
5215,New Mexico,NM,Xcel Energy (Electric) - Commercial Energy Efficiency Rebate Program,"Xcel Energy offers a variety of incentives to commercial and industrialcustomers in the New Mexico service territory. Custom rebates and in-depthenergy studies are also available through Xcel Energy's program. View theprogram website listed above and contact Xcel Energy for more information onthis offering. Xcel offers rebates for Motor and Drive Efficiency, CompressedAir, Cooling Efficiency, Lighting, and Custom Efficiency Programs. A fullprogram guidebook of incentives is available here.",Rebate Program,Financial Incentive,1,https://nm.my.xcelenergy.com/s/business/ways-to-save,NA,NA,
5548,New Mexico,NM,Solar/Wind Construction Permitting Standards,"The following standards apply to solar PV systems of any size and wind systems10 kilowatts or less:**Licensing Requirements**Any person bidding or contracting for the installation of a solar PV system ora wind system 10 kW or less must possess a valid license issued by theconstruction industries division (CID) in the EE-98 or ER-1 licenseclassification.Any person performing the installation of a solar PV system or a wind system10 kW or less must possess a valid journeyman certificate issued by CID in theEE-98J or ER-1J classification, or be an apprentice working under the directsupervision of such a certified journeyman.**Uniform Permitting Standards**A structural analysis must be performed by a structural engineer licensed inthe state of New Mexico in order to determine if the roof structure is capableof supporting the added loads of a wind turbine 10 kW or less. A structuralanalysis is only required for a solar PV system if one of the followingcriteria is met:      * Total added dead load of the array is greater than five lbs. per sq. ft. on roof construction      * Total added point load of the array is greater than 45 lbs. on roof construction      * Total added dead load exceeds 200 lbs. on any one truss, rafter, or roof joist      * Mounting of the system is of a unique roof-mounted design      * Roof structure contains over-spanned trusses, rafters, or roof joists.A general solar PV electric system construction building permit for themounting of the system on the roof will be required only if structuralreinforcement is required by a structural engineer licensed in the state ofNew Mexico. For both solar PV and wind systems, if structural modificationsare not required, one electrical permit shall be issued to a properly licensedcontractor for solar collector installation.",Solar/Wind Permitting Standards,Regulatory Policy,1,http://www.rld.state.nm.us/construction/,NA,NA,
5617,New Mexico,NM,City of Albuquerque - Solar Easements and Rights Laws,"Albuquerque replaced its Zoning Code, Subdivision Ordinance, and SectorDevelopment plans in 2018 with an Integrated Development Ordinance (IDO). TheIDO states that the city ""may not approve any subdivision application forproperty on which there are any deed restrictions, covenants, or bindingagreements prohibiting solar collectors from being installed on buildings orerected on the lots or parcels within the application.""The IDO also includes standards for maximum building heights intended toensure continued access to solar energy. Specific requirements for buildingscan be found on page 365The State of New Mexico has a separate solar rights law.**Permit for Solar Rights**A solar right is granted through a permitting process (§ 14-11-6 et seq.). Thespatial and temporal limits of one’s solar right are defined by the permit forsolar rights issued for solar collectors. The permit for solar rights cangrant solar access such that the time periods include between 9am and 3pm atthe winter solstice and between 9am and 5pm on the summer solstice. Theapplication fee is $50.A permit for solar rights belongs to the property upon which the solarcollector is situated. A solar right is enforceable as an “easementappurtenant” against any person whose obstruction first infringed or wasplanned to infringe on such right after that person had knowledge or notice ofthe solar right.Neither a solar right nor a permit for solar rights is transferable separatelyfrom the property upon which the related solar collector is located (unlessthe right is acquired for a public purpose by an entity which has power ofeminent domain). However, the owner of the property burdened by the permit maybuy the buy the permit from its owner and terminate or diminish the solarright.",Solar/Wind Access Policy,Regulatory Policy,1,NA,NA,NA,
5935,New Mexico,NM,Albuquerque City - Green Path Program,"The Green Path program encourages and facilitates design and construction ofenergy efficient buildings that substantially exceed code minimum. The programalso rewards those who build green by expediting the review time of theirsubmitted building plans and providing them with preliminary plan reviews atno cost.For commercial construction, renovations and developments the building mustsubstantially exceed code minimum and be LEED Gold or LEED Silver with aminimum of 6 energy points in order to follow Green Path criteria.Resident housing must also substantially exceed code minimum. Projects must beBuild Green New Mexico (BGNM) Silver with a HERS rating of 60 or LEED forHomes Silver with a HERS rating of 60.Both situations will go through an expedited permitting application process inorder to receive the benefits of the Green Path Program.",Building Energy Code,Regulatory Policy,1,https://www.cabq.gov/planning/building-safety-permits/green-path,NA,NA,
22040,New Mexico,NM,El Paso Electric Company - Low-Income Residential Program,"The New Mexico EnergySaver Program provides no-cost energy efficiency servicesto low-income qualified customers. The program is designed to lower monthlyenergy bills while making the home more comfortable.EnergyWorks, El Paso Electric's authorized contractor, will install energysaving measures in the home.Residents may qualify for some and all of the following measures:      * LED Lighting      * Smart Thermostats      * Advanced Power Strips      * Evaporative Cooler Replacement      * Air Sealing      * Duct Sealing      * Attic Insulation      * Water Heater Pipe and Tank Insulation      * High Efficiency Showerheads      * High Efficiency Kitchen and Bathroom Faucet AeratorsFor additional information, visit the program website or contact the utility.",Rebate Program,Financial Incentive,1,https://www.epesaver.com/services/residential-low-income/,NA,NA,
22140,New Mexico,NM,New Mexico Gas Company - New Home Construction Rebate Program,"New Mexico Gas Company offers several incentives to home builders to buildabove code energy efficient homes. Rebates are available for high efficiencyfurnaces/boilers and/or water heaters or for when a home has a RESNET-accredited HERS rating. Qualifying products and homes must be installed orcompleted between April 1, 2020 and March 31, 2021.",Rebate Program,Financial Incentive,1,https://nmgcgetrebates.com/new-homes-rebates,NA,NA,
22205,New Mexico,NM,Alternative Fuel Vehicle Loan Program,"The Alternative Fuel Acquisition Loan Fund was created in the state treasuryas a revolving loan fund. The fund balance does not exceed $5 million and isadministered by the New Mexico Department of Energy, Minerals, and NaturalResources. The loans are for the state government, political subdivisions, andeducational institutions. For more information, visit the program website.",Loan Program,Financial Incentive,1,https://nmonesource.com/nmos/nmsa/en/item/4378/index.do#!fragment/zoupio-_Toc60646458/BQCwhgziBcwMYgK4DsDWszIQewE4BUBTADwBdoAvbRABwEtsBaAfX2zgDYAGDgFj4CsADgCUAGmTZShCAEVEhXAE9oAclViIhMLgTzFK9Zu26QAZTykAQioBKAUQAy9gGoBBAHIBhe2NJgAI2hSdhERIA,NA,NA,
22406,New Mexico,NM,PNM EV Charger Rebate Program,PNM offers rebates for the purchase of a networked Level 2 electric vehiclechargers by both residential customers and non residential customers. Income-qualified customers can receive additional rebates. See the program websitefor full details and requirements.,Rebate Program,Financial Incentive,1,https://evready.pnm.com/apply/pnm,NA,NA,
22423,New Mexico,NM,2021 Sustainable Building Tax Credit (Corporate),"H.B. 15, enacted in April 2021, established a new version of the personal taxcredit and corporate tax credit for sustainable buildings in New Mexico. Thetax credits apply to both commercial and residential buildings.  **Commercial Buildings**  Commercial buildings which have been registered and certified by the U.S.Green Building Council at LEED Gold or higher for new construction (NC),existing buildings (EB), core and shell (CS), or commercial interiors (CI),_and_ are broadband- and electric vehicle-ready are eligible for a tax credit.The amount of the credit varies according to the square footage of thebuilding, the level of certification achieved, and if it's affordable/low-income housing. Additional tax credit can be received if a commercial buildingis fully electric or certified zero-carbon, energy, waste, or water. Exactcredit rates can be found through the program website.  Renovated commercial buildings can receive a flat credit rate of $2.25/sq.ftif the building: 1) was renovated at least 10 years after construction, 2) isover 20,000 square feet, _and_ 3) is broadband- and electric vehicle-ready;the maximum receivable credit is $150,000 per renovation. In existingcommercial buildings that are less than 20,000 square feet and are broadband-ready, tax credit can also be received for the installation of energy-savingtechnologies. **Residential Buildings**Residential buildings certified as sustainable homes can also qualify for atax credit. Eligible residential buildings include single-family homes andmulti-family homes which are certified as either Build Green Gold or higher,LEED-H Gold or higher, or are Energy Star-certified manufactured homes;residential buildings must also be broadband- and electric vehicle-ready. Theamount of the credit varies according to the square footage of the building,the level of certification achieved, and if it's affordable/low-incomehousing. Additional tax credit can be received if a residential building isfully electric or certified zero-carbon, energy, waste, or water. In existingresidential buildings, tax credit can also be received for the installation ofenergy-saving technologies. Exact credit rates can be found through theprogram website.   **Applying for the Tax Credit**To receive the tax credit, the building owner must obtain a certificate ofeligibility from the Energy, Minerals and Natural Resources Department afterthe building project has been completed (the project being eitherconstruction, renovation, or technology installation). The Department willonly grant certificates in any given calendar year until the equivalent of$1,000,000 worth of certificates for newly constructed commercial buildings;$2,000,000 worth of certificates for newly constructed residential buildingsthat are not manufactured housing; $250,000 worth of certificates for newlyconstructed residential buildings that are manufactured housing; $1,000,000worth of certificates for renovated commercial buildings; and$2,900,000 worthof certificates for energy-saving technology installation in both commercialand residential buildings combined have been awarded in that calendar year. Ifthe aggregate limit for any type of sustainable building is not met, theleftover limit can be moved over to another type that has already reached itslimit within that year; leftovers cannot be carried forward to another year.   **Payout Schedule and Carry Forward**The taxpayer must then present their certificate of eligibility to theTaxation and Revenue Department to receive a document granting the SustainableBuilding Tax Credit. If the total amount of a Sustainable Building Tax Creditis less than $100,000, a maximum of $25,000 can be applied to the taxpayer'sincome tax in that year and the next 3 years as needed depending on the amountof the credit. If the credit is more than $100,000, the taxpayer can claim thecredit in increments of 25% in each of the 4 taxable years, including the yearin which the credit is approved. If a taxpayer's tax liability is less thanthe amount of credit due, the excess credit may be carried forward for up to 7years.   **Transferability**The tax credit is transferable for nonprofits. Although nonprofits are nottaxed by the state, they can apply for the certificate of eligibility and sellthe credit to an entity that does pay taxes. Additionally, people and entitieswho do not owe enough taxes to take full advantage of the tax credit also havethe option of selling the tax credit.   **Other Tax Credits**A solar thermal system or a photovoltaic system may not be used as a componentof qualification for this tax credit if a tax credit has already been claimedfor it under the Solar Market Development Tax Credit.",Corporate Tax Credit,Financial Incentive,1,https://www.emnrd.nm.gov/ecmd/tax-incentives/sustainable-building-tax-credit-sbtc/,NA,2021,
22424,New Mexico,NM,2021 Sustainable Building Tax Credit (Personal),"H.B. 15, enacted in April 2021, established a new version of the personal taxcredit and corporate tax credit for sustainable buildings in New Mexico. Thetax credits apply to both commercial and residential buildings. **Commercial Buildings**Commercial buildings which have been registered and certified by the U.S.Green Building Council at LEED Gold or higher for new construction (NC),existing buildings (EB), core and shell (CS), or commercial interiors (CI),_and_ are broadband- and electric vehicle-ready are eligible for a tax credit.The amount of the credit varies according to the square footage of thebuilding, the level of certification achieved, and if it's affordable/low-income housing. Additional tax credit can be received if a commercial buildingis fully electric or certified zero-carbon, energy, waste, or water. Exactcredit rates can be found through the program website.  Renovated commercial buildings can receive a flat credit rate of $2.25/sq.ftif the building: 1) was renovated at least 10 years after construction, 2) isover 20,000 square feet, _and_ 3) is broadband- and electric vehicle-ready;the maximum receivable credit is $150,000 per renovation. In existingcommercial buildings that are less than 20,000 square feet and are broadband-ready, tax credit can also be received for the installation of energy-savingtechnologies. **Residential Buildings**Residential buildings certified as sustainable homes can also qualify for atax credit. Eligible residential buildings include single-family homes andmulti-family homes which are certified as either Build Green Gold or higher,LEED-H Gold or higher, or are Energy Star-certified manufactured homes;residential buildings must also be broadband- and electric vehicle-ready. Theamount of the credit varies according to the square footage of the building,the level of certification achieved, and if it's affordable/low-incomehousing. Additional tax credit can be received if a residential building isfully electric or certified zero-carbon, energy, waste, or water. In existingresidential buildings, tax credit can also be received for the installation ofenergy-saving technologies. Exact credit rates can be found through theprogram website. **Applying for the Tax Credit**To receive the tax credit, the building owner must obtain a certificate ofeligibility from the Energy, Minerals and Natural Resources Department afterthe building project has been completed (the project being eitherconstruction, renovation, or technology installation). The Department willonly grant certificates in any given calendar year until the equivalent of$1,000,000 worth of certificates for newly constructed commercial buildings;$2,000,000 worth of certificates for newly constructed residential buildingsthat are not manufactured housing; $250,000 worth of certificates for newlyconstructed residential buildings that are manufactured housing; $1,000,000worth of certificates for renovated commercial buildings; and $2,900,000 worthof certificates for energy-saving technology installation in both commercialand residential buildings combined have been awarded in that calendar year. Ifthe aggregate limit for any type of sustainable building is not met, theleftover limit can be moved over to another type that has already reached itslimit within that year; leftovers cannot be carried forward to another year. **Payout Schedule and Carry Forward**The taxpayer must then present their certificate of eligibility to theTaxation and Revenue Department to receive a document granting the SustainableBuilding Tax Credit. If the total amount of a Sustainable Building Tax Creditis less than $100,000, a maximum of $25,000 can be applied to the taxpayer'sincome tax in that year and the next 3 years as needed depending on the amountof the credit. If the credit is more than $100,000, the taxpayer can claim thecredit in increments of 25% in each of the 4 taxable years, including the yearin which the credit is approved. If a taxpayer's tax liability is less thanthe amount of credit due, the excess credit may be carried forward for up to 7years. **Transferability**The tax credit is transferable for nonprofits. Although nonprofits are nottaxed by the state, they can apply for the certificate of eligibility and sellthe credit to an entity that does pay taxes. Additionally, people and entitieswho do not owe enough taxes to take full advantage of the tax credit also havethe option of selling the tax credit. **Other Tax Credits**A solar thermal system or a photovoltaic system may not be used as a componentof qualification for this tax credit if a tax credit has already been claimedfor it under the Solar Market Development Tax Credit.",Personal Tax Credit,Financial Incentive,1,https://www.emnrd.nm.gov/ecmd/tax-incentives/sustainable-building-tax-credit-sbtc/,NA,2021,
22426,New Mexico,NM,Community Solar Program,"S.B. 84, enacted in April 2021, established a community solar program in NewMexico. Community solar facilities can generate up to 5MW of alternatingcurrent and must have at least 10 subscribers. A single subscriber canpurchase no more than 40% of the electricity from a system, and at least 40%of each system's electricity must be reserved for smaller subscriptions of25kW or less. Native community solar projects are exempt from theserequirements. In addition, 30% of a system's electricity must be reserved forlow-income subscribers. The program will open to the public in April 2023.  Through April 2024, there are 200 MW available, split between the three majorutilities. After this, an annual cap will be created. Native and ruralcooperative solar projects are exempt from this cap.",Community Solar Rules,Regulatory Policy,1,https://csnewmexico.com/,NA,2022,
22472,New Mexico,NM,New Solar Market Development Tax Credit,"New Mexico provides a 10% personal income tax credit (up to $6,000) fortaxpayers that own a residence, business, or agricultural enterprise whopurchase and install certified photovoltaic (PV) and solar thermal systems ontheir property. Eligible systems include grid-tied commercial and industrialPV systems, off-grid and grid-tied residential PV systems, active solarthermal systems, and systems with or without storage. To be eligible, systemsmust first be certified by the New Mexico Energy, Minerals and NaturalResources Department. The taxpayer must then apply for the tax credit with theNew Mexico Taxation and Revenue Department within 12 months of installation.Note that solar pool or hot tub heaters and passive solar heating are noteligible for this tax credit.    If the credit exceeds a taxpayer's tax obligation, the taxpayer will receivethe excess as a tax refund that year. Aggregate credit levels are cappedannually at $12,000,000. These tax credits are set to expire December 31,2032.    All relevant forms and eligibility requirements are available on the programwebsite listed above.",Personal Tax Credit,Financial Incentive,1,https://www.emnrd.nm.gov/ecmd/tax-incentives/solar-market-development-tax-credit-smdtc/,NA,2020,
