policy_id,state_name,state_code,policy_name,summary,policy_type,program_category,published,websiteurl,start_date_text,start_year
5739,Connecticut,CT,Home Energy Solutions Loan Program,"Capital for Change in partnership with the electric and gas utilities offersvariety of low interest loans to finance energy efficiency upgrades. Theprogram offers On-Bill Repayment financing, where the loan amount can be paidthrough a surcharge on the monthly electricity bill. The loans are nottransferable, and there currently is no collateral requirement.**Eligibility**Customers of Eversource (formerly CL&P) and United Illuminating are eligiblefor the program. Applicants must own a single or two-family home (includingcondos and vacation homes).**HES Payment Plan**Provides 0% APR financing for amounts $1,000 to $3,000 for a period of 36months. To be eligible the applicant has to participate in the Home EnergySolutions program.",Loan Program,Financial Incentive,1,https://www.capitalforchange.org/homeowners/energy-efficiency-programs/hes-plan,NA,NA
5756,Rhode Island,RI,National Grid (Electric) Commercial and Industrial Rebate Program,"National Grid offers various rebate programs for industrial and commercialcustomers to install energy efficiency measures.**Pay for Performance Program** allows participants to identify various energysaving measures and instead of an incentive based on equipment purchases, theprogram provides incentives based on per unit kWh or therm saved. The programaims to identify and fund projects that have typically less than one year ofpayback time. Incentives are set at $0.12 per first year kWh savings, and$1.20 per therm saved. Incentives are not to exceed 1st year study, and arepaid after confirmation of savings.**Lighting (existing facility/retrofit)** program offers technical guidanceand financial incentive that cover up to 45% of the equipment and labor costof installing new, high performance lighting. Incentives are also availablefor controls and other technologies that increase efficiency.**Commercial Kitchen Equipment Incentive program** provides incentives forrestaurant owners and operators to improve efficiency of their facilities andequipments.",Rebate Program,Financial Incentive,1,https://www1.nationalgridus.com/EnergyEfficiencyPrograms,NA,2015
5757,Rhode Island,RI,National Grid EnergyWise Financing program,"National Grid offers 0% financing to its customers to install energy efficientheating equipment in Rhode Island homes. Only residential customers ofNational Grid (electric or gas) with 1-4 unit property are eligible for theprogram. Financing is not offered to tenants.Interested participants must first schedule for home energy audit through theEnergyWise Home Energy Assessment Program by calling 888-633-7947. The energyaudit will provide a list of energy efficiency measures including otherrebates offered by National Grid. Customers must contact qualified contractorsand submit a proposal to the Program Administrator for review and approval.After approved, the customer will receive 0% unsecured or secured loandepending on the lender. The money will be made available after theinstallation is verified.The loan can be used to finance heating and hot water systems (including solarthermal), weatherization Improvements, and other measures listed in theprogram website.",Loan Program,Financial Incentive,0,NA,NA,NA
5758,Iowa,IA,Farmers Electric Cooperative - Consumer Renewable Energy Sales Program,"Farmers Electric Cooperative offers a feed-in tariff to members that installqualifying wind and solar electricity generating systems. Customer-generatorsowning a qualifying grid-tied solar and wind energy systems are eligible for a$0.125 per kilowatt-hour (kWh) purchase rate (up to 100% of monthly energyusage) for up to 10 years. Generation in excess of monthly usage will becredited to the customer-generator at a rate of $0.06 per kWh.This is a buy-all, sell-all arrangement where the customer-generator purchasesall of their electricity from the utility at the normal retail rate and sellthe entire output of their qualifying system to the utility. As a result, thisarrangement requires two meters; one to measure the renewable energy system'sproduction and one to measure the electricity used by the home or business.  The system must be operational and in service on or after January 1, 2008, andthe customer-generator must participate in the utility's Green Power Projectin order to qualify.",Feed-in Tariff,Financial Incentive,0,http://sites.google.com/site/feckalona/energy/renewable-energy,NA,NA
5767,Connecticut,CT,Xcel Energy - Express Energy Efficiency,nan,Rebate Program,Financial Incentive,0,NA,NA,NA
5775,Oregon,OR,Emerald PUD - Solar Electric Program,"Emerald People's Utility District offers incentives to customers installing aqualified solar photovoltaic (PV) system. Systems must be 25 kW or smaller toqualify. Systems must be pre-approved by Emerald PUD for grid interconnectionand net metering, must meet the acceptable solar resource requirement, andmust be installed by an approved solar contractor. See the program website forfurther details.",Rebate Program,Financial Incentive,0,https://www.epud.org/conservation-energy-savings/solar-electric-program/,NA,NA
5777,South Carolina,SC,Duke Energy Carolinas Customer Scale Rebate Program,"Duke Energy Carolinas' Customer Scale Solar Rebate Program, a part of DukeEnergy's voluntary Distributed Energy Resource Program, was approved by anorder issued on July 15, 2015. **Program Details**Duke Energy Carolinas will offer a rebate of $1.00 per DC watt for residentialcustomers and nonresidential customers. Rebates are limited to 40 megawatts(MW), with 30 MW for distributed systems under 2 MW and 10 MW for systemsunder 20 kilowatts (kW). At the customer's discretion, the rebate may beclaimed by the customer or applied to companies installing or leasing systems.For each successive installation of 2 megawatts (MW) of residential solar and6 MW of non-residential solar, Duke Energy Carolinas may review, evaluate, andpropose new rebate amounts within 25% of the initial $1.00 per DC watt. Rebatemodifications more than 25% of the current value must be approved by the SouthCarolina Public Service Commission.The program is retroactive for customers installing systems after January 1,2015. **RECS**The company shall intially retain ownership of renewable energy credits untilall Distributed Energy Resource Program (DERP) costs are recovered and DERPcharges are removed from customer bills. Then, REC ownership will shift tocustomer-generators.",Rebate Program,Financial Incentive,1,NA,NA,NA
5778,South Carolina,SC,Duke Energy Customer Scale Solar Rebate Program -- EXPIRED,"**The Program has expired**Duke Energy's Solar Rebate Program, a part of Duke Energy's voluntaryDistributed Energy Resource Program, was approved by an order issued on July15, 2015. This program is offered by both Duke Energy Progress and Duke EnergyCarolinas. **Program Details**Duke Energy offers a rebate of $1 per DC watt for residential andnonresidential customers. Residential customers are limited to a maximum of 20kW per year and nonresidential customers are limited to a maximum of 1 MW. Atthe customer's discretion, the rebate may be claimed by the customer orapplied to companies installing or leasing systems. **RECS**For any customer receiving service under a non-time of use demand rateschedule, any renewable energy credits (RECs) shall be retained by theCompany.",Rebate Program,Financial Incentive,0,https://www.duke-energy.com/our-company/environment/renewable-energy/solar-energy/sc-solar-energy-programs/solar-rebates#tab-782e8f1d-08bb-4349-98ff-bb12f8c27cbb,NA,NA
5779,South Carolina,SC,SCE&G - Customer Scale Solar Program,"South Carolina Electric & Gas (SCE&G) Customer Scale Solar Rebate Program, apart of SCE&G's voluntary Distributed Energy Resource Program, was approved byan order issued on July 15, 2015. **Program Details**SCE&G offers incentives for residential customers and nonresidentialcustomers. Incentives are limited to approximately 42 megawatts (MW) ofinstalled capacity, with 33 MW for distributed systems under 1 MW and 9 MW forsystems under 20 kilowatts (kW).SCE&G will only allow a customer-generator to size a renewable generator insuch a manner so that the renewable generation will off-set part, or all, ofthe customer’s own electrical energy requirements, as determined by historicdata on the customer’s annual electricity usage or as estimated by SCE&G whereannual usage data does not exist. **Residential Performance Based Incentive**The performance based incentive (PBI) for residential systems under 20 kW areas follows:      * 0 MW to 2.5 MW cumulative capacity: 4 cents per kilowatt hour      * 2.5 MW to 5 MW cumulative capacity: 3 cents per kilowatt hour      * 5 to 7 MW cumulative capacity: 2 cents per kilowatt hour      * 7 to 9 MW cumulative capacity: 1 cent per kilowatt hourThe PBI residential incentive is retroactively available for systems installedafter January 1, 2015 for all customers who join the new Net Metering tariff.At the discretion of the customer, some incentives may be claimed by thecustomer or applied to companies installing or leasing systems. **Non-Residential Bill Credit Agreement**Nonresidential customers will be eligible for a Bill Credit Agreement equal to14 to 22 cents per kWh generated depending upon system size and the customer’srate schedule and tax status. If these systems are under 20 kW, they willcount towards the 9 MW goal for small systems, but will not also be eligiblefor the residential PBI incentive. **RECS**The company shall initially retain ownership of renewable energy credits untilall Distributed Energy Resource Program (DERP) costs are recovered and DERPcharges are removed from customer bills. Then, REC ownership will shift tocustomer-generators.",Performance-Based Incentive,Financial Incentive,0,https://www.sceg.com/for-my-home/solar-for-your-home,NA,NA
5787,Connecticut,CT,Renewable Energy Investment Fund,nan,Public Benefits Fund,Regulatory Policy,0,NA,NA,NA
5795,South Carolina,SC,Blue Ridge Electric Cooperative - Residential Water Heater Rebate,Blue Ridge Electric Cooperative offers up to $300 for the purchase of anelectric water heater. The rebate amount varies based on the size of the waterheater purchased. Only one rebate will be paid per home. Blue Ridge Co-op mustbe allowed to inspect the water heater at any time to ensure programcompliance and proper operation. Blue Ridge may end this program withoutnotice at any time. Visit the program website for more information.,Rebate Program,Financial Incentive,1,https://www.blueridge.coop/content/h20select,NA,NA
5803,Oregon,OR,SB 1149 Schools Program,"Oregon's retail electricity restructuring law, SB 1149, includes a requirementfor the state's two largest utilities, Pacific Power and Portland GeneralElectric, to collect a 3% public purpose charge from all customers. Tenpercent of the collected public purpose funds are designated for energyefficiency programs in public K-12 schools within the utilities' serviceareas. School improvements can include new windows, upgraded heating andcooling systems, building envelope improvements, energy efficient lighting,domestic hot water systems, and more.The Oregon Department of Energy (ODOE) administers the public purpose fundsfor schools, along with Education Service Districts and local schooldistricts. ODOE has complete information for schools available on its website,including program guidelines, a list of eligible schools, qualified auditingand commissioning firms, and information on other financing options forefficiency projects.Funds may be used for reimbursement of cost-effective energy efficiencyimprovements, energy education, purchasing alternative fuels, and renewableenergy projects. School districts must first complete an energy audit and thenmay implement approved energy efficiency measures; once the school hasimplemented all approved energy efficiency measures, then it may conduct newenergy audits and education programs.School districts may also receive incentives through the Energy IncentiveProgram (Small Premium Projects or Competitively Selected Projects) or theEnergy Trust of Oregon, though schools must utilize SB 1149 School Programfunds before Energy Trust incentives.",Public Benefits Fund,Regulatory Policy,1,https://www.oregon.gov/energy/energy-oregon/Pages/SB1149.aspx,NA,NA
5805,Rhode Island,RI,Public Benefit Fund for Renewables and Efficiency,"**_NOTE: H.B. 8354 enacted on June 2016 extended the customer benefit chargeof 0.3 mills/kWh until end of 2022. This charge was set to expire at the endof 2017._** **Electric**Rhode Island law allows its electric distribution companies to collect twosets of public benefits charge to fund renewable energy and energy efficiencyprograms.Renewable energy programs are funded by a charge of 0.3 mills (0.03 cents) perkilowatt-hour (kWh) of sales of electricity. This benefit charge wasestablished in July 2007 and will remain in effect till December 31, 2022.Renewable energy fund is administered by the Rhode Island Commerce Corporationand is held and disbursed by the electric distribution company as directed bythe RI Commerce Corporation.Another separate benefits charge is included to fund demand side managementprograms. HB 5900 enacted in June 2015 extended the system benefit charge tofund demand side management program for 15 years thus expiring in 2023. Thisfund is administered and implemented by the electric distribution company andis subject to regulatory review of the Public Utilities Commission. The rateand total amount of funds to be collected for the demand side management isset by the Public Utilities Commission.**Gas**Each gas distribution company in RI collects a nominal charge per deca thermdelivered to fund demand side management program. The funds are collected andadministered by the utility, subject to Public Utilities Commission review.The program is set to expire on December 31st, 2023.Beginning August 2015, each electric and gas utility except for PascoagUtility District and Block Island Power Company shall remit two percent of thetotal fund collected to the Rhode Island Infrastructure Bank upon its request.",Public Benefits Fund,Regulatory Policy,0,NA,NA,2007
5815,District of Columbia,DC,Green Power Purchasing,"The District of Columbia has committed to procure 100% of the districtgovernment’s total electricity consumption from renewable energy sources. Thisis part of the district-wide Sustainable DC goals to reduce the district'sgreenhouse gas emission by 50%, and to use renewable energy to power 50% ofthe district’s energy consumption, both targeted to be achieved by 2032. Since2012, 100% of the district’s fossil fuel power purchases have been offsetthrough purchase of renewable energy credit (RECs).In July 2015, the district government signed a 20 year power purchaseagreement (PPA) with Iberdrola Renewables to purchase entire wind energyoutput from a 46 MW wind farm in Pennsylvania. This PPA will supply 35% of theDistrict government’s total electricity demand. The District will continue topurchase RECs to ensure that 100% of the District government’s electricitycomes from renewable energy sources. The District government also a leadingpartner in the U.S. Environmental Protection Agency’s Green Power Partnership– a voluntary program that encourages organizations to use green power as away to reduce the environmental impacts associated with conventionalelectricity use.The Clean Energy Omnibus Amendment Act of 2018 codifies several keyinitiatives identified in the Clean Energy DC Plan (“the Plan”)—the District’sdetailed energy and climate action plan to halve greenhouse gas emissions by2032. The Act revises the District’s Renewable Energy Portfolio Standard (RPS)mandating 100% of the District’s energy supply comes from Tier 1 renewableenergy sources by 2032. By 2041, at least 10% of that energy must come fromsolar energy generated within the District. The act covers quite a fewpolicies and establishes a number of incentives and programs. For moreinformation refer to this website.",Green Power Purchasing,Regulatory Policy,1,http://green.dc.gov/service/buy-green-power,NA,NA
5816,South Carolina,SC,Santee Cooper -  New Residnetial Construction Rebate Program,nan,Rebate Program,Financial Incentive,0,NA,NA,NA
5835,Iowa,IA,Corn Belt Power Cooperative Rebate Program,"Corn Belt Power Cooperative is a generation and transmission electriccooperative that provides power to nine distribution rural electriccooperatives and one municipal electric cooperative. These utilities providepower to farms, rural residences, small towns and commercial/industrialcustomers in 41 northern Iowa counties.The member cooperatives of Corn Belt Power Cooperative have established energyefficiency rebate programs to encourage greater efficiency in members' homes,farms, and businesses. Interested parties are encouraged to visit the websiteof their local electric utility to learn about the specific rebates availableand program requirements.The member cooperatives participating in the program are:1\. Iowa Lakes Electric Cooperative2\. Midland Power Cooperative3\. Boone Valley Electric Cooperative4\. Prairie Energy Cooperative5\. Franklin REC6\. Butler County REC7\. Raccoon Valley Electric Cooperative8\. Calhoun County REC9\. Grundy County RECPlease contact the member cooperatives for information on their rebateprograms.",Rebate Program,Financial Incentive,0,http://www.cbpower.coop/defaultv2.aspx?n=908,NA,NA
5837,Oregon,OR,Large Electric Consumer Public Purpose Program (LECPPP),"Oregon's 1999 electric-utility restructuring legislation (SB 1149) requiredPacific Power and Portland General Electric (PGE) to collect a 3% publicpurpose charge from their customers to support renewable energy and energyefficiency projects. Large electric consumers may be eligible to direct aportion of their public purpose charge for conservation projects and renewableenergy resources on qualified sites.  To qualify, consumers must use over one average megawatt or 8,760,000 kilowatthours a year. The site must either be metered through a single meter or becontiguous (buildings within 1,000 feet of each other). The Oregon Departmentof Energy (ODOE) must certify the site eligibility for an initial application,and re-certify the site annually.Large consumers may self-direct their public purpose charges for eitherconservation projects or renewable power purchases. ODOE will reviewconservation projects and certify their eligibility and costs beforeauthorizing credits against the public purpose charge. If an audit verifiesthat the consumer has completed all cost-effective conservation measures, ODOEwill grant a waiver of up to 54 percent of all public purpose charges owed. Ifan audit indicates conservation projects remain at the site, the consumer mustpay public purpose charges equal to the estimated cost of the uncompletedproject, then it may receive credits up to the 54 percent allowed. Forrenewable resource purchases, the consumer is eligible for credits againstrenewable electricity purchased at above market cost.ODOE maintains an active website for large electricity consumers to apply toself-direct their public purpose charge, monitor monthly credits, and viewrelated reports. See the program's administrative rules for more information.",Public Benefits Fund,Regulatory Policy,1,https://www.oregon.gov/energy/energy-oregon/Pages/Large-Electric-Consumer-Public-Purpose-Program.aspx,NA,2002
5843,Rhode Island,RI,Energy Conservation Grants for the Elderly,"Elderly citizens in Rhode Island who have made expenditures for homeimprovements to increase the energy efficiency of their home are eligible forenergy conservation grant up to $200.  The energy conservation grant is designed as an alternative to tax credits orrebates for energy efficiency that are usually provided as federal and statetax return. Elderly citizens who either rent or own property may not berequired to file tax credits and thus do not receive such incentives. Thisprogram directly provides grants to such qualifying citizens for energyefficiency investments.**Eligibility**To apply for the grant the person must be of age sixty five (65) or over, whois not required under existing tax law to file state income tax or a federalincome tax or who does not receive a tax rebate for energy conservation. Theenergy efficiency upgrades must be done on the principle residence. The personcan be an owner or a renter of the residential dwelling.**Program Description**The energy conservation grant includes one-time grant of fifty percent (50%)up to two hundred dollars ($200) of any sums expended for the purchase andinstallation of energy conservation items as provided below:      1. Insulation designed to reduce heat loss or heat gain in a home or in a water heater      2. Storm or thermal windows or doors for the exterior of the home      3. Caulking or weather stripping of exterior doors or windows      4. Clock thermostats or other automatic energy-saving set-back themostats      5. Furnace modifications designed to increase fuel efficiency, including replacement burners, modified flue openings, and ignition systems that replace gas pilot light.",Grant Program,Financial Incentive,0,NA,NA,NA
5845,Rhode Island,RI,Green Power Purchasing for State Facilities,"**Rhode Islands Latest Commitments to Sustainability**      1. Reach 100% renewable energy by 2030, by adding about 360GWh per year from 2020 to 2030.      2. Continue to add renewable energy after 2030 to keep up with electricity demand      3. Expand and adopt energy efficiency measures to reduce peak energy demands **  ** **History of Green Power Purchasing in Rhode Island**In December 2015, Governor Raimondo issued an executive order establishing arenewable energy and an energy efficiency goal for the State facilities. Theorder directs the RI state government: 1) to procure 100% of its electricityconsumption from renewable sources by 2025, and 2) reduce energy consumptionby at least 10% below 2014 levels by 2019. The executive order was directed inaccordance to the Resilient Rhode Island Act, which includes a voluntary goalfor the state to reduce greenhouse gas emissions to 45% below 1990 levels by2035 and to 80% below 1990 levels by 2050.The Office of Energy Resources (OER) will oversee and coordinate efforts atthe state agencies by establishing a Lead by Example program. The energy usefor each of the State agencies and their progress towards reaching their goalwill be made publicly available. The OER will publish its first reportmonitoring the compliance and progress by October 1, 2016.The executive order is limited only to state facilities in RI. The stategovernment is one of the largest energy consumers in Rhode Island with energyexpenses of nearly 35 million in 2014.",Green Power Purchasing,Regulatory Policy,1,NA,NA,2015
5846,Rhode Island,RI,Energy Efficiency Standard for State Buildings,"In December 2015, Governor Raimondo issued an executive order establishing arenewable energy and an energy efficiency goal for the State facilities. Theorder directs the RI state government: 1) to procure 100% of its electricityconsumption from renewable sources by 2025, and 2) reduce energy consumptionby at least 10% below 2014 levels by 2019. The executive order was directed inaccordance to the Resilient Rhode Island Act, which includes a voluntary goalfor the state to reduce greenhouse gas emissions to 45% below 1990 levels by2035 and to 80% below 1990 levels by 2050.The Office of Energy Resources (OER) will oversee and coordinate efforts atthe state agencies by establishing a Lead by Example program. The energy usefor each of the State agencies and their progress towards reaching their goalswill be made publicly available. The executive order is limited only to statefacilities in Rhode Island.",Energy Standards for Public Buildings,Regulatory Policy,1,NA,NA,2015
5855,South Carolina,SC,ConserFund Plus Loan Program,nan,Loan Program,Financial Incentive,0,NA,NA,NA
5859,Oregon,OR,EWEB - Net Metering,"The Eugene Water and Electric Board (EWEB) offers net metering for customerswith renewable energy generation systems with an installed capacity of 25 kWor less. Eligible systems use solar power, wind power, fuel cells,hydroelectric power, landfill gas, digester gas, waste, dedicated energycrops, or certain biomass to generate electricity. Systems should be sized toprimarily offset the customer's energy usage at the site.Excess generation is compensated monthly at a rate of $0.0693/kWh and does notroll over to subsequent months.",Net Metering,Regulatory Policy,1,https://www.eweb.org/environment-and-climate/solar-electric,NA,NA
5863,Oregon,OR,Savings Within Reach,nan,Rebate Program,Financial Incentive,0,NA,NA,NA
5864,Oregon,OR,Pacific Power - Blue Sky Community Project Funds,"** _Note: Funding was not available in 2021. Applications for 2022 will beaccepted starting in July 2022._**Pacific Power's Blue Sky program is a voluntary program for customers tosupport renewable energy. A portion of the voluntary payments through theprogram is used to fund new community-based renewable energy projects withinPacific Power's service territory.  Eligible renewable energy resources include wind, solar PV, geothermal, low-impact hydropower, pipeline or irrigation canal hydropower, wave or tidalenergy, and low-emissions biomass. Projects must be grid connected, less than10 MW, locally owned, and non-residential.Funding awards are made annually. Projects are evaluated based on projectfeasibility, costs, financing, additionality, community benefit, andrecognition of the Blue Sky program. Total funding varies and the fundingallocated to individual projects depends on the number of other applicationsand how well the project meets the program's criteria. Application timelinesand materials are available on the program website. Projects that havereceived funding through other Pacific Power programs, such as the OregonSolar Incentive Program, are not eligible to receive a Blue Sky grant.Applicants are encouraged to seek cost-share funding or in-kind donations fromother sources to strengthen the application.Applicants must enroll as a Blue Sky Business Partner upon receiving a fundingagreement. Award recipients will need to submit quarterly progress reportsduring project construction and a final report upon project completion.Renewable energy certificates associated with the project will be awarded toPacific Power in proportion to the funding provided by the Blue Sky program.",Grant Program,Financial Incentive,1,https://www.pacificpower.net/community/blue-sky-projects/funding-applications.html,NA,NA
5867,Oregon,OR,Utility Scale Solar Incentive Program,"HB 4037 of 2016 created the Solar Incentive Program for utility-scale solardevelopment. The bill directs Oregon's Business Development Department (theDepartment) to establish and administer a program to provide a productionincentive to solar developers, and establishes the Solar Incentivization Fundto provide the incentives.Solar photovoltaic systems located in Oregon with a capacity between 2 and 10MW are eligible for a $0.005 per kilowatt hour (kWh) incentive. The systemsmust become operational after January 1, 2016 but within a year of enrollmentin the program. The incentives are paid monthly and will continue for a periodof five years. If a system fails to produce electricity within two years ofits enrollment, it will forfeit participation in the incentive program.Individual owners or operators of solar PV systems may enroll projects up to acumulative capacity of 35 MW. Utilities (both investor-owned and publicly-owned) are eligible to participate as system owners.**The program closed to new applicants January 2, 2017.**",Performance-Based Incentive,Financial Incentive,0,NA,NA,NA
5871,Oregon,OR,PGE Renewable Development Fund,nan,Grant Program,Financial Incentive,0,NA,NA,NA
5872,Oregon,OR,PGE Renewable Development Fund,"**2022 application window: April 1 - June 1.**Portland General Electric Company (PGE) offers its customers a voluntaryrenewable power option. A portion of the customer payments for renewable powerare used to seed the Renewable Development Fund, which provides financialsupport for local renewable power projects.The Renewable Development Fund supports new renewable energy projects lessthan 10 MW in capacity that are directly interconnected to PGE's grid ordelivered to PGE through a Power Purchase Agreement. The Fund also supportscertain research and development projects and educational componentsassociated with renewable energy projects previously funded by the PGERenewable Development Fund.Priority is given to projects:      * hosted by a public or non-profit entity or in partnership with such an entity;       * sited within the PGE service territory and owned by a PGE customer;       * benefiting environmental justice communities;       * providing a substantial educational, environmental and economic benefit to the community and PGE customers;      * or demonstrating efforts to obtain all other available funding sources, including incentives, grants, tax credits, in-kind donations or other creative efforts",Grant Program,Financial Incentive,1,https://portlandgeneral.com/about/who-we-are/community/renewable-dev-fund,NA,NA
5882,Rhode Island,RI,Property Tax Exemption for Renewable Energy Equipment,"H.B. 8354, enacted on July 2016, included a provision exempting qualifyingrenewable energy systems and associated equipment used in residential andmanufacturing sector from property taxes throughout the state. Eligiblerenewable energy resources include direct solar radiation, wind, ocean,geothermal, small hydro, eligible biomass fuels, and fuel cells usingrenewable resources.Renewable energy equipment used in commercial facilities is _not_ included inthe exemption. However, legislation amended R.I. Gen Law §44-3-9 addingrenewable energy equipment to qualify for tax stabilization, which may applyto commercial facilities. This authorizes local governments in Rhode Island toprovide tax stabilization agreements for renewable energy systems.Previously, two separate provisions existed in Rhode Island that 1) allowedlocal government to exempt renewable energy systems in their jurisdiction vialocal ordinance and 2) required local governments property tax for residentialsolar equipment no more than conventional heating systems. Both of theseprovisions have been superseded by H.B. 8354.",Property Tax Incentive,Financial Incentive,1,http://www.energy.ri.gov/policies-programs/programs-incentives/,NA,2016
5929,Nevada,NV,Direct Energy Assistance Loan  (DEAL),"The Governor's Office of Energy provides the Direct Energy Assistance Loan(DEAL) program to help state employees make energy efficiency improvements totheir homes. Full-time employees who own their homes are eligible for aninterest-free loan repaid through a monthly payroll deduction.Employees may receive up to a $6,000 loan to make improvements recommended bya state-approved energy auditor. Loan terms are a maximum of 60 months, andmonthly payments are set at $50 for loans up to $3,000 and $100 for loans of$3,001 - $6,000. Veterans may be eligible for loans up to $8,000 with anextended payback period.See the program fact sheet for more detailed employee eligibility requirementsand approved measures. The application is available on the program website.",Loan Program,Financial Incentive,0,http://energy.nv.gov/Programs/Direct_Energy_Assistance_Loan/,NA,NA
21860,Delaware,DE,Sustainable Energy Utility (SEU) – Energize Delaware Farm Grant Program,"Delaware Sustainable Energy Utility (DESEU) offers grants for agriculturalcustomer as a part of its Energize Delaware initiative. The program is offeredon a first-come, first-served basis with limited funding. The DESEU hascontracted EnSave Inc to administer the program.**Project Eligibility**  The program is available to Delaware agricultural producers who wish toinstall energy efficiency measures located within the State of Delaware.Eligible farms must meet the United States Department of Agriculturedefinition of a farm as “any place from which $1,000 or more of agriculturalproducts were produced and sold, or normally would have been sold, during theyear,” and must also spend at least $10,000 on energy costs each year. Anyfarm meeting this definition is eligible to apply and receive an energy audit. **Program Description**  The Energize Delaware Farm Program has been developed by the DESEU and itspartner EnSave to help agricultural producers secure loans up to $400,000 andgrants up to $100,000 towards the installation of efficiency measures. EnSave,an energy and environmental services company, will assist in providing energyaudits that deliver a customized roadmap for implementing energy efficiencyimprovements on their farm.Please contact EnSave representatives at (800) 732-1399 for any questions orassistance regarding the program.",Grant Program,Financial Incentive,1,https://www.energizedelaware.org/energize-delaware-farm-program,NA,NA
21861,Rhode Island,RI,Farm Energy Program,"The Agricultural Energy program provides grants to agricultural businesses inthe state to improve their energy efficiency and promote adoption of renewableenergy technologies.**Eligibility**Only agricultural businesses are eligible to apply for the program. Theagricultural operations may include horticulture, viticulture, floriculture,forestry, stabling or horses, dairy farming, aquaculture, raising oflivestock, poultry, bees, or all such operations. The business must haveproduced at least $2,500 in annual income from farming operations.The program funds both energy efficiency and renewable energy projects. Energyefficiency projects may include technologies to improve efficiency of thefarm. Eligible renewable energy sources include photovoltaics, wind, solarthermal, geothermal heat pumps, and renewable energy advancing urban foodgardens. Any other farm related energy efficiency and renewable energyprojects will be considered.**Program description**The program provides grants up to $20,000 to help with direct cost associatedimplementing the project. Although there is no maximum percentage of the totalproject cost funding that can be requested, projects that demonstrate othersources for funding are more likely to be funded.Higher priority will be given to non-utility scale, or non-large scalecommercial projects that demonstrate predominately agriculturally relatedrenewable energy use.The farm operation must have performed or initiated an energy efficiency auditprior to the submittal of the application.",Grant Program,Financial Incentive,1,https://dem.ri.gov/environmental-protection/initiatives/acting-climate-change/financial-assistance/farm-energy-program,NA,NA
21862,South Carolina,SC,Santee Cooper - Rooftop Solar Rebate Program,Santee Cooper provides an incentive for its customers to install solarphotovoltaic (PV) systems on their roofs. All installations must meet therequirements detailed on the program website and the program manual.,Rebate Program,Financial Incentive,1,http://www.santeecoopersolar.com/,NA,2016
22043,Connecticut,CT,Multifamily Sherpa Pre-Development Energy Loan Program,"The Sherpa Pre-Development Energy Loan offers an affordable, low-risk, one-stop solution to analyze, design and arrange financing for green energyupgrades. Connecticut Green Bank has partnered with New Ecology Inc., anexpert multifamily technical services provider and nationally-recognized non-profit, to act as an owner’s representative to help scope, design and arrangefinancing for energy improvement projects. **Eligibility**The program is open to multifamily housing properties with 5 units or more.Income eligible and market rate properties can participate (Private and non-profit owners, public housing authorities, senior/assisted living communities,condominium/co-op associations, etc.) **Program Description**The Sherpa loan program has three stages: energy baselining/opportunityassessment; energy audit; and design engineering & development.**_Energy_ baselining/opportunity _assessment:_ **To assess your property’spotential      * An initial energy assessment is performed to identify opportunities for heating, cooling, lighting and other efficiency upgrades, as well as solar feasibility. Receive a report on estimated savings      * Review recommendations, chart a course of action and explore funding options> Out of pocket cost:      * Owner co-pay: $250/building      * Green Bank loan: $1,650/building **Energy audit:** To identify improvements and estimate costs and savings      * Receive a detailed list of energy upgrade options and recommendations      * Identify available utility incentives, tax credits and other funding sources      * Calculate cost savings and return on investment> Out of pocket cost:      * Owner co-pay: 25% of audit cost.      * Green Bank loan: 75% of audit cost. **Design engineering & development** _:_ To design your projectIf you choose to proceed, New Ecology provides customized pre-developmentservices to get your project designed, funded and ready for implementation.Services may include: mechanical engineering design, bid specifications,construction documents, work bidding, environmental testing and securingutility incentives.> Out of pocket cost:      * Owner co-pay: 25% of design development cost.      * Green Bank loan: 75% of design development cost.Once the project is designed, Connecticut Green Bank can either directlyfinance or help you arrange finance options to implement your project. Pleasevisit the program website for application.",Loan Program,Financial Incentive,1,http://ctgreenbank.com/programs/multifamily/sherpa/,NA,NA
22044,Connecticut,CT,Multifamily Navigator Pre-Development Energy Loan Program,"Connecticut Green Bank’s Navigator Pre-Development Energy Loan is a simple,unsecured pre-development loan that funds customized analysis and design ofenergy improvements for multifamily properties using owner-selected andmanaged technical service providers. **Eligibility**The program is open to multifamily housing properties with 5 units or more.Income eligible and market rate properties can participate (Private and non-profit owners, public housing authorities, senior/assisted living communities,condominium/co-op associations, etc.) **Program Description**The Navigator loan program allows property owners to select and manage theirown service professionals. Owners cover 25% of pre-development costs;Connecticut Green Bank loans 75% of costs. Eligible costs include:      * Energy benchmarking, opportunity assessments, audits      * Green charrettes and physical needs assessments      * Energy-related health and safety assessments      * Design, engineering and bidding work      * Costs to secure energy upgrade project financing      * Other reasonable expenses needed to get your energy project designed and funded",Loan Program,Financial Incentive,1,http://ctgreenbank.com/programs/multifamily/navigator/,NA,NA
